,GEO,REF_DATE,DGUID,uom_houseindex,scalar_houseindex,house_only,land_only,total_house_land,uom_income,scalar_income,statistic_income,income,uom_expenditure,scalar_expenditure,statistic_expenditure,food_expenditures,income_taxes,mortageinsurance,mortagePaid,accomodation,rent,shelter,total_expenditure,taxes_landregfees,uom_tourist,scalar_tourist,international_tourism,domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,employment,fulltime,labourforce,parttime,population,unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,employment_rate,participationrate,unemployment_rate,uom_crime,scalar_crime,statistic_crime,crime_incidents,uom_cpi,scalar_cpi,cpi_index,uom_oil,scalar_oil,diesel_fillingstations,diesel_selfservstations,premium_fillingstations,premium_selfservstations,regular_fillingstations,regular_selfservstations,uom_imm,scalar_imm,immigrants,1y_fixed_posted,2y_bond,3y_bond,3y_fixed_posted,5y_bond,5y_fixed_posted,7y_bond,10y_bond,bank,overnight,overnight_target,prime,Mean_Max_Temp,Mean_Min_Temp,Mean_Temp,Total_Rain,Total_Snow,predicted_total_house_index
270,Nova Scotia,2003-12,2016A000212,"Index, 201612=100",units,72.6,74.4,73.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,4834.0,16551.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",278.68332,227.23334,304.48334,51.466667,462.86667,25.833334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.15,62.966667,9.266666,Number,unit,"Total of all violations-Rate per 100,000 population",765.9,Percent,unit,2.0,Cents per litre,units,73.9000015259,,82.9000015259,79.6999969482,76.8000030518,73.9000015259,,,,4.75,3.07952380952,3.38142857143,5.9,3.99523809524,6.46666666667,4.38428571429,4.72904761905,3.0,2.74817619048,2.75,4.5,4.0,-3.9,0.0,,,72.2427749634
271,Nova Scotia,2005-07,2016A000212,"Index, 201612=100",units,73.3,75.7,74.0,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,9411.0,82685.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",282.0,230.51666,305.16666,51.466667,465.7,23.166666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.55,62.783333,8.266666,Number,unit,"Total of all violations-Rate per 100,000 population",732.94,Percent,unit,2.0,Cents per litre,units,102.599998474,,109.199996948,107.0,103.199996948,100.400001526,Persons,units,-48.0,4.84,3.0180952381,3.15619047619,5.38,3.35047619048,5.76,3.61476190476,3.9,2.75,2.493535,2.5,4.25,25.0,13.6,19.3,,,73.5453338623
272,Nova Scotia,2015-11,2016A000212,"Index, 201612=100",units,98.6,99.3,98.7,,,,,Dollars,unit,Average expenditure per household,113.0,623.17,1032.75,9.67,331.0,1070.08,228.83,1181.0,5911.67,Persons,unit,8068.0,17493.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",285.3,240.43333,311.46667,44.866665,477.28333,26.2,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.416668,64.28333,9.133333,Number,unit,"Total of all violations-Rate per 100,000 population",474.72,Percent,unit,1.8,Cents per litre,units,,103.199996948,,107.0,,99.0999984741,,,,3.14,0.6265,0.6705,3.39,0.947,4.64,1.2565,1.6335,0.75,0.499145,0.5,2.7,,,,,,98.9648666382
273,Ontario,2006-12,2016A000235,"Index, 201612=100",units,69.9,87.5,75.1,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.0,,,,,,,,,,,,,Persons,unit,1983157.0,3613433.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4152.1665,3436.5334,4412.9165,715.6,6288.1665,260.8,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.016666,66.416664,6.616667,Number,unit,"Total of all violations-Rate per 100,000 population",497.57,Percent,unit,2.1,Cents per litre,units,,,101.966667175,99.5333302816,90.8000005086,88.6666666667,,,,6.32,3.90894736842,3.87894736842,6.42,3.86578947368,6.46,3.90368421053,3.96631578947,4.5,4.25332105263,4.25,6.0,,,,54.5,0.8,75.083190918
274,Ontario,2012-12,2016A000235,"Index, 201612=100",units,86.1,93.3,88.4,,,,,Dollars,unit,Average expenditure per household,156.33,621.83,1195.67,8.0,415.42,1305.33,311.75,1427.75,6570.5,Persons,unit,2485046.0,3705180.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4320.4834,3536.1833,4674.3833,784.3,6753.3833,353.88333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.5,66.15,8.633333,Number,unit,"Total of all violations-Rate per 100,000 population",384.24,Percent,unit,1.6,Cents per litre,units,,,138.199996948,137.499994914,124.399998983,122.433334351,,,,3.04,1.1025,1.1765,3.7,1.339,5.24,1.5065,1.7705,1.25,1.00036315789,1.0,3.0,,,,,,88.2194137573
275,Manitoba,1992-06,2016A000246,"Index, 201612=100",units,41.1,33.3,38.9,,,,,,,,,,,,,,,,,Persons,unit,192391.0,288850.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",315.76666,249.31667,346.98334,66.45,503.93332,31.2,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.866665,65.11667,9.283334,,,,,Percent,unit,1.9,Cents per litre,units,47.5999984741,46.9000015259,56.7999992371,56.0999984741,50.5,49.9000015259,,,,7.5,,,,,9.63,,,,,,7.0,17.6,6.0,11.8,67.9,0.0,38.6906280518
276,Manitoba,2014-05,2016A000246,"Index, 201612=100",units,95.2,97.9,96.1,,,,,Dollars,unit,Average expenditure per household,81.25,701.42,1127.33,11.58,361.42,1084.75,209.67,1206.75,6369.5,Persons,unit,129290.0,188415.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",393.85,320.46667,415.68332,73.36667,593.68335,21.85,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.866665,67.75,5.6833334,Number,unit,"Total of all violations-Rate per 100,000 population",699.95,Percent,unit,1.5,Cents per litre,units,,137.899993896,,142.399993896,,127.800003052,,,,3.14,1.05428571429,1.14380952381,3.75,1.58714285714,4.79,1.91095238095,2.31523809524,1.25,0.997471428571,1.0,3.0,,,,,,95.9970626831
277,Saskatchewan,1999-12,2016A000247,"Index, 201612=100",units,42.9,37.3,41.4,,,,,,,,,,,,,,,,,Persons,unit,21126.0,44351.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",300.06668,242.18333,315.8,57.883335,452.63333,15.733334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.666668,66.21667,5.15,Number,unit,"Total of all violations-Rate per 100,000 population",1170.54,Percent,unit,1.6,Cents per litre,units,,57.4000015259,75.4000015259,75.0499992371,66.0999984741,65.4000015259,,,,7.35,,,,,8.25,,,,,,6.5,0.7,-10.7,-5.0,0.0,17.5,41.3307342529
278,British Columbia,1986-11,2016A000259,"Index, 201612=100",units,80.2,50.0,67.1,,,,,,,,,,,,,,,,,Persons,unit,622024.0,900698.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",842.0833,679.11664,965.31665,162.95,1432.1,123.25,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",55.266666,63.933334,13.15,,,,,Percent,unit,,Cents per litre,units,,,,,43.25,,,,,9.75,,,,,11.25,,,,,,9.75,6.7,3.1,4.9,311.8,2.0,67.1729507446
279,British Columbia,1996-03,2016A000259,"Index, 201612=100",units,88.0,86.1,86.2,,,,,,,,,,,,,,,,,Persons,unit,1211548.0,1741580.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1153.95,938.23334,1258.6,215.68333,1843.7667,104.666664,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.966667,63.65,8.866667,,,,,Percent,unit,1.4,Cents per litre,units,52.1999988556,51.5,67.2000007629,65.1500015259,57.3500003815,55.5999984741,,,,7.0,,,,,8.5,,,,,,6.75,9.5,3.1,6.3,97.7,0.0,86.58152771
280,Quebec,1986-10,2016A000224,"Index, 201612=100",units,43.2,34.8,41.2,,,,,,,,,,,,,,,,,Persons,unit,440949.0,809599.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1867.3167,1589.2333,2078.8,278.1,3220.7834,211.48334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.983334,60.383335,10.4,,,,,Percent,unit,,Cents per litre,units,,,,,51.3500003815,,Persons,units,4974.0,9.75,,,,,11.25,,,,,,9.75,7.5,-0.4,3.6,77.3,7.6,41.1672286987
281,Quebec,1999-06,2016A000224,"Index, 201612=100",units,57.1,53.7,55.9,,,,,,,,,,,,,,,,,Persons,unit,514067.0,1016772.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2119.7666,1791.1,2334.0,328.68332,3592.3667,214.25,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",54.25,60.2,9.633333,Number,unit,"Total of all violations-Rate per 100,000 population",539.09,Percent,unit,1.7,Cents per litre,units,56.9500007629,56.0500011444,67.3500022888,65.9500007629,59.8500003815,58.8999996185,,,,6.75,,,,,7.7,,,,,,6.25,25.4,11.8,18.7,63.3,0.0,55.9178924561
282,Ontario,1992-08,2016A000235,"Index, 201612=100",units,45.2,79.4,54.4,,,,,,,,,,,,,,,,,Persons,unit,3949636.0,7502885.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3125.0,2577.25,3508.7334,547.73334,5047.3,383.76666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.5,65.23333,11.55,,,,,Percent,unit,2.1,Cents per litre,units,,,64.8999989827,63.7333323161,57.6666666667,56.7000007629,,,,6.5,,,,,8.75,,,,,,6.5,23.1,15.0,19.1,109.8,0.0,54.5543823242
283,Ontario,2003-12,2016A000235,"Index, 201612=100",units,60.8,79.2,66.3,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.33,,,,,,,,,,,,,Persons,unit,1612159.0,3555301.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4011.3667,3330.4,4283.0835,681.0,6025.45,271.7,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.266666,67.1,7.133333,Number,unit,"Total of all violations-Rate per 100,000 population",531.17,Percent,unit,2.0,Cents per litre,units,,,80.6666666667,78.2000020345,70.4000015259,68.1999994914,,,,4.75,3.07952380952,3.38142857143,5.9,3.99523809524,6.46666666667,4.38428571429,4.72904761905,3.0,2.74817619048,2.75,4.5,,,,52.5,14.4,66.2809066772
284,Ontario,2007-07,2016A000235,"Index, 201612=100",units,70.9,88.5,76.2,,,,,,,,,,,,,,,,,Persons,unit,2371664.0,5108836.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4185.433,3493.9666,4460.3,691.4667,6330.0166,274.86667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.283333,66.916664,6.9,Number,unit,"Total of all violations-Rate per 100,000 population",474.63,Percent,unit,2.2,Cents per litre,units,,,118.733332316,116.100001017,107.266667684,105.466664632,Persons,units,29089.0,7.05,4.64681818182,4.64363636364,7.3,4.61318181818,7.24,4.59909090909,4.58954545455,4.6847826087,4.44548571429,4.4347826087,6.2,,,,,,76.1150588989
285,Ontario,2017-06,2016A000235,"Index, 201612=100",units,103.1,106.3,103.9,,,,,,,,,,,,,,,,,Persons,unit,1987455.0,4285057.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4516.183,3721.3833,4813.1,794.7833,7107.0835,296.91666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.816666,65.333336,6.95,Number,unit,"Total of all violations-Rate per 100,000 population",349.92,Percent,unit,1.4,Cents per litre,units,,,,126.866668701,,109.200002035,,,,3.14,0.865909090909,0.927272727273,3.39,1.09818181818,4.64,1.26636363636,1.50272727273,0.75,0.494104545455,0.5,2.7,,,,,,103.845146179
286,Manitoba,1992-08,2016A000246,"Index, 201612=100",units,41.1,33.3,38.9,,,,,,,,,,,,,,,,,Persons,unit,295046.0,396382.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",314.33334,248.1,346.43332,66.26667,504.03333,32.116665,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.55,65.083336,9.666667,,,,,Percent,unit,2.1,Cents per litre,units,47.5999984741,46.9000015259,60.5,60.0,54.5,53.9000015259,,,,6.5,,,,,8.75,,,,,,6.5,20.1,10.0,15.1,68.6,0.0,38.7899398804
287,Saskatchewan,1988-04,2016A000247,"Index, 201612=100",units,32.2,32.0,32.2,,,,,,,,,,,,,,,,,Persons,unit,49696.0,66194.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",291.48334,229.38333,312.7,62.083332,454.08334,21.25,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.116665,65.916664,6.983333,,,,,Percent,unit,,Cents per litre,units,,,,,47.8999996185,,Persons,units,-2107.0,10.25,,,,,11.25,,,,,,10.25,14.0,-1.4,6.3,2.5,0.0,32.0895690918
288,Saskatchewan,1998-01,2016A000247,"Index, 201612=100",units,40.9,36.7,39.8,,,,,,,,,,,,,,,,,Persons,unit,30793.0,49846.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",298.81668,242.21666,315.13333,56.6,452.38333,16.3,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.6,66.316666,5.4166665,Number,unit,"Total of all violations-Rate per 100,000 population",1205.73,Percent,unit,1.5,Cents per litre,units,,56.25,66.0,66.1499977112,57.25,57.0,Persons,units,-251.0,6.4,,,,,6.85,,,,,,6.0,-11.1,-19.7,-15.4,0.0,21.0,39.6297111511
289,Alberta,1988-04,2016A000248,"Index, 201612=100",units,31.3,25.9,29.7,,,,,,,,,,,,,,,,,Persons,unit,93399.0,131014.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",766.13336,640.8,829.2833,125.316666,1119.55,63.166668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.65,69.25,8.066667,,,,,Percent,unit,,Cents per litre,units,,,,,45.1499996185,,Persons,units,-1397.0,10.25,,,,,11.25,,,,,,10.25,,,,,,29.4181060791
290,Alberta,1990-10,2016A000248,"Index, 201612=100",units,37.5,36.5,37.1,,,,,,,,,,,,,,,,,Persons,unit,83464.0,125712.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",806.5833,672.65,869.7167,133.95,1171.9333,63.116665,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.0,69.316666,7.5333333,,,,,Percent,unit,3.6,Cents per litre,units,49.3000011444,49.25,65.8999977112,65.7000007629,61.2000007629,61.0500011444,Persons,units,6366.0,13.25,,,,,13.25,,,,,,13.75,,,,,,36.9844512939
291,British Columbia,1996-08,2016A000259,"Index, 201612=100",units,85.3,85.9,84.4,,,,,,,,,,,,,,,,,Persons,unit,1475159.0,2685067.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1162.65,945.63336,1271.5834,217.01666,1867.5834,108.933334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.4,63.333332,9.1,,,,,Percent,unit,1.4,Cents per litre,units,53.6000003815,53.2000007629,68.6500015259,67.5499992371,58.9500007629,58.0,,,,6.13,,,,,7.95,,,,,,5.75,22.7,13.2,17.9,37.6,0.0,84.3311691284
292,British Columbia,2007-04,2016A000259,"Index, 201612=100",units,100.0,93.5,97.3,,,,,,,,,,,,,,,,,Persons,unit,736778.0,1213974.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1395.7333,1126.65,1459.4,269.08334,2131.6333,63.65,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.3,65.51667,4.9333334,Number,unit,"Total of all violations-Rate per 100,000 population",979.39,Percent,unit,2.2,Cents per litre,units,103.300003052,101.050003052,129.449996948,128.000003815,118.450000763,116.799999237,Persons,units,13834.0,6.56,4.09952380952,4.10523809524,6.66,4.10523809524,6.6,4.12333333333,4.17047619048,4.5,4.25083,4.25,6.0,,,,,,96.7607650757
293,British Columbia,2010-11,2016A000259,"Index, 201612=100",units,95.6,98.8,96.6,,,,,Dollars,unit,Average expenditure per household,137.5,727.67,872.67,10.33,497.33,1263.75,287.25,1412.83,6236.75,Persons,unit,989743.0,1337751.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1429.0167,1109.0834,1531.6333,319.93332,2254.2166,102.6,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.583332,65.2,6.95,Number,unit,"Total of all violations-Rate per 100,000 population",817.86,Percent,unit,1.5,Cents per litre,units,117.100002289,117.400001526,130.449996948,128.200000763,117.549999237,114.75,,,,3.29,1.57714285714,1.75142857143,4.1,2.25619047619,5.31,2.54333333333,3.02238095238,1.25,0.998661904762,1.0,3.0,,,,,,96.556602478
294,British Columbia,2013-09,2016A000259,"Index, 201612=100",units,92.5,99.2,94.8,,,,,Dollars,unit,Average expenditure per household,152.17,676.5,941.17,9.58,557.08,1398.08,315.17,1574.08,6570.92,Persons,unit,1445344.0,2185906.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1445.2,1154.7333,1542.1167,290.46667,2315.0,96.9,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.916668,64.316666,6.883333,Number,unit,"Total of all violations-Rate per 100,000 population",711.26,Percent,unit,1.6,Cents per litre,units,,141.049995422,,151.5,,136.849998474,,,,3.14,1.24333333333,1.48333333333,3.95,2.02523809524,5.34,2.31857142857,2.6919047619,1.25,0.99782,1.0,3.0,,,,,,94.6184692383
295,British Columbia,2015-03,2016A000259,"Index, 201612=100",units,90.9,99.2,93.6,,,,,Dollars,unit,Average expenditure per household,159.33,764.0,1182.75,10.75,563.33,1466.92,354.5,1660.17,7142.67,Persons,unit,1246852.0,1709365.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1456.7833,1165.5667,1542.9667,291.2,2348.3667,86.23333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.716667,63.566666,6.133333,Number,unit,"Total of all violations-Rate per 100,000 population",729.82,Percent,unit,1.6,Cents per litre,units,,125.699996948,,138.0,,122.549999237,,,,2.89,0.534545454545,0.512272727273,3.39,0.826363636364,4.74,1.085,1.42136363636,1.0,0.757040909091,0.75,2.85,,,,,,93.3709640503
296,Nova Scotia,1987-03,2016A000212,"Index, 201612=100",units,51.1,53.5,51.8,,,,,,,,,,,,,,,,,Persons,unit,9480.0,20981.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",222.25,186.2,255.81667,36.083332,410.71667,33.533333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",50.766666,58.816666,13.05,,,,,Percent,unit,,Cents per litre,units,,,,,52.7000007629,,,,,9.0,,,,,10.0,,,,,,8.75,,,,,,51.967464447
297,Nova Scotia,2003-05,2016A000212,"Index, 201612=100",units,71.8,73.7,72.3,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,11050.0,46086.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",274.58334,228.36667,300.51666,46.233334,460.75,25.9,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",56.283333,62.216667,9.25,Number,unit,"Total of all violations-Rate per 100,000 population",765.9,Percent,unit,1.9,Cents per litre,units,72.6999969482,,81.6999969482,78.1999969482,74.4000015259,71.1999969482,,,,5.05,3.17,3.3,5.6,3.72,6.15,4.09,4.5,3.5,,3.25,5.0,14.5,3.2,8.9,,,72.3382873535
298,Nova Scotia,2018-07,2016A000212,"Index, 201612=100",units,102.5,100.2,102.0,,,,,,,,,,,,,,,,,Persons,unit,19248.0,68965.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",288.86667,239.83333,312.91666,49.033333,483.31668,24.016666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.783333,64.316666,8.533334,,,,,Percent,unit,1.9,Cents per litre,units,,122.5,,135.0,,126.199996948,,,,3.49,1.96523809524,2.0119047619,4.3,2.09619047619,5.34,2.1380952381,2.18714285714,1.67045454545,1.42461428571,1.42045454545,3.6375,,,,,,101.500869751
299,Quebec,2013-03,2016A000224,"Index, 201612=100",units,98.3,98.4,98.3,,,,,Dollars,unit,Average expenditure per household,67.92,657.67,1004.83,7.75,317.83,979.17,251.75,1067.58,5699.75,Persons,unit,801864.0,1063169.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2581.2834,2128.5833,2790.1333,452.68332,4113.783,208.86667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.45,65.88333,8.3,Number,unit,"Total of all violations-Rate per 100,000 population",391.76,Percent,unit,1.6,Cents per litre,units,,144.0,,148.449996948,,138.349998474,,,,3.0,0.9755,1.124,3.57,1.334,5.16,1.54,1.8515,1.25,1.00565,1.0,3.0,2.4,-5.6,-1.6,17.5,20.4,98.2044906616
300,Quebec,2017-03,2016A000224,"Index, 201612=100",units,100.2,100.3,100.2,,,,,,,,,,,,,,,,,Persons,unit,673080.0,959074.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2679.2666,2187.5833,2855.0833,491.71667,4211.3667,175.8,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.95,66.316666,6.616667,Number,unit,"Total of all violations-Rate per 100,000 population",355.74,Percent,unit,1.3,Cents per litre,units,,112.949996948,,123.599998474,,109.049999237,,,,3.14,0.782608695652,0.92347826087,3.39,1.17826086957,4.64,1.37956521739,1.71434782609,0.75,0.495043478261,0.5,2.7,-3.2,-14.6,-9.0,13.0,84.6,100.15486145
301,Ontario,1995-03,2016A000235,"Index, 201612=100",units,45.1,77.8,53.7,,,,,,,,,,,,,,,,,Persons,unit,2327139.0,4255388.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3250.0334,2685.4834,3552.1833,564.55,5218.3833,302.18332,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.65,63.4,8.85,,,,,Percent,unit,1.3,Cents per litre,units,,,64.5999997457,62.2666676839,55.0999997457,53.0999997457,,,,9.25,,,,,9.88,,,,,,9.75,7.0,-0.2,3.4,32.2,4.6,53.7280044556
302,Ontario,2003-10,2016A000235,"Index, 201612=100",units,60.0,79.2,65.6,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.33,,,,,,,,,,,,,Persons,unit,1738721.0,4058633.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3982.1833,3317.2834,4265.3335,664.9,6012.3,283.16666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.866665,66.916664,7.383333,Number,unit,"Total of all violations-Rate per 100,000 population",531.17,Percent,unit,2.0,Cents per litre,units,,,83.5333353678,82.1333312988,73.0333328247,72.133333842,Persons,units,26626.0,4.55,3.17307692308,3.50615384615,5.8,4.09153846154,6.4,4.49615384615,4.85769230769,3.0,2.74930833333,2.75,4.5,,,,39.4,0.0,65.3978881836
303,Manitoba,1991-12,2016A000246,"Index, 201612=100",units,41.2,32.7,38.7,,,,,,,,,,,,,,,,,Persons,unit,156642.0,199483.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",322.18332,251.81667,348.58334,70.38333,503.28333,26.4,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.483334,65.916664,8.233334,,,,,Percent,unit,2.7,Cents per litre,units,48.4000015259,47.4000015259,57.9000015259,57.7999992371,52.4000015259,51.7999992371,,,,8.5,,,,,9.9,,,,,,8.0,-9.7,-19.5,-14.6,0.0,19.6,38.6698608398
